LineId,Timestamp,action,addr,advpnsc,assignip,auditid,auditreporttype,auditscore,audittime,bandwidth,cookies,cpu,criticalcount,date,devid,devname,dhcp_msg,dir,disk,disklograte,duration,error_num,espauth,esptransform,eventtime,exch,fazlograte,freediskstorage,group,highcount,hostname,idseq,in_spi,init,interface,ip,itime,lease,level,locip,locport,logdesc,logid,logver,lowcount,mac,mediumcount,mem,mode,msg,name,nextstat,out_spi,outintf,passedcount,peer_notif,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,setuprate,spi,stage,status,subtype,sysuptime,time,total,totalsession,tunnelid,tunnelip,tunneltype,type,tz,ui,used,user,useralt,vd,version,vpntunnel,waninfo,xauthgroup,xauthuser,Content,EventId,Template
2050,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875373592563569,,,,,,ArcherAX55,19900372806008879,,,internal1,10.63.44.101,1751875375,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:02:54,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008879 itime=1751875375 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:02:54 eventtime=1751875373592563569 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2051,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751875407379328589,,,,,,,19900372806008890,,,,,1751875410,,notice,,,FortiGate update succeeded,0100041000,0702111740,,,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04429) etdb(93.04429) avai(4.02319) mmdb(93.04429) from 173.243.140.6:443,,,,,,,,,,,,,,,,,,update,system,,10:03:27,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008890 itime=1751875410 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:03:27 eventtime=1751875407379328589 tz=""+0200"" logid=""0100041000"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiGate update succeeded"" status=""update"" msg=""Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(93.04429) etdb(93.04429) avai(4.02319) mmdb(93.04429) from 173.243.140.6:443""",E10,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100041000"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiGate update succeeded"" status=""update"" msg=""Fortigate scheduled update fcni=yes fdni=yes fsci=yes <*> <*> <*> <*> from <*>"
2052,N/A,update,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751875431419304309,,,,,,,19900372806008858,,,,,1751875435,,notice,,,Scanunit reloaded AV Database,0100022813,0702111740,,,,,,scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful,,,,,,,,,,,,,,,,,,,system,,10:03:52,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008858 itime=1751875435 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:03:52 eventtime=1751875431419304309 tz=""+0200"" logid=""0100022813"" type=""event"" subtype=""system"" level=""notice"" logdesc=""Scanunit reloaded AV Database"" action=""update"" msg=""scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful""",E5,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100022813"" type=""event"" subtype=""system"" level=""notice"" logdesc=""Scanunit reloaded AV Database"" action=""update"" msg=""scanunit=manager pid=200 cause='signal' AV database reload requested 1 times by updated (pid 202) successful"""
2053,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875484022913949,,,,,,ArcherAX55,19900372806008995,,,internal1,10.63.44.101,1751875485,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:04:45,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008995 itime=1751875485 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:04:45 eventtime=1751875484022913949 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2054,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875594403532789,,,,,,ArcherAX55,19900372806008867,,,internal1,10.63.44.101,1751875596,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:06:34,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008867 itime=1751875596 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:06:34 eventtime=1751875594403532789 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2055,N/A,perf-stats,,,,,,,,4/3,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751875626757488909,,0,0,,,,19900372806008907,,,,,1751875631,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  59, setup-rate: 4",,,,,,,,,,,,,,,4,,,,system,1236442,10:07:07,,59,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1654729543/6984364030,packets=8551517/10933566;",,,"logver=0702111740 idseq=19900372806008907 itime=1751875631 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:07:07 eventtime=1751875626757488909 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=59 disk=0 bandwidth=""4/3"" setuprate=4 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1236442 waninfo=""name=wan1,bytes=1654729543/6984364030,packets=8551517/10933566;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  59, setup-rate: 4""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" <*> <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: <*> memory: <*> concurrent sessions: <*> setup-rate: <*>"
2056,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875704773541549,,,,,,ArcherAX55,19900372806008930,,,internal1,10.63.44.101,1751875706,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:08:25,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008930 itime=1751875706 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:08:25 eventtime=1751875704773541549 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2057,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875815153903249,,,,,,ArcherAX55,19900372806008832,,,internal1,10.63.44.101,1751875817,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:10:14,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008832 itime=1751875817 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:10:14 eventtime=1751875815153903249 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2058,N/A,tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1236190,,,,1751875887592901889,,,,N/A,,,19900372806008956,,,,,1751875892,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202865582,,88.61.48.146,500,,,439133520,,,,,,vpn,,10:11:28,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008956 itime=1751875892 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:11:28 eventtime=1751875887592901889 tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""2e6b531f8cb1165a/d3b327f511e45127"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" duration=1236190 sentbyte=439133520 rcvdbyte=202865582 nextstat=600 advpnsc=0",E2,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" <*> <*> <*> nextstat=600 advpnsc=0"
2059,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751875925544291869,,,,,,ArcherAX55,19900372806008845,,,internal1,10.63.44.101,1751875927,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:12:05,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008845 itime=1751875927 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:12:05 eventtime=1751875925544291869 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2060,N/A,perf-stats,,,,,,,,5/7,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751875926777463209,,0,0,,,,19900372806008846,,,,,1751875927,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  55, setup-rate: 1",,,,,,,,,,,,,,,1,,,,system,1236742,10:12:06,,55,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1655005940/6984726095,packets=8552907/10935040;",,,"logver=0702111740 idseq=19900372806008846 itime=1751875927 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:12:06 eventtime=1751875926777463209 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=55 disk=0 bandwidth=""5/7"" setuprate=1 disklograte=0 fazlograte=0 freediskstorage=0 sysuptime=1236742 waninfo=""name=wan1,bytes=1655005940/6984726095,packets=8552907/10935040;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  55, setup-rate: 1""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" <*> <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: <*> memory: <*> concurrent sessions: <*> setup-rate: <*>"
2061,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751876035924570229,,,,,,ArcherAX55,19900372806008892,,,internal1,10.63.44.101,1751876036,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:13:56,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008892 itime=1751876036 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:13:56 eventtime=1751876035924570229 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2062,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751876146324911289,,,,,,ArcherAX55,19900372806008860,,,internal1,10.63.44.101,1751876147,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:15:47,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008860 itime=1751876147 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:15:47 eventtime=1751876146324911289 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2063,N/A,perf-stats,,,,,,,,9/4,,0,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,0,0,,,,,1751876226787507449,,2,0,,,,19900372806008879,,,,,1751876228,,notice,,,System performance statistics,0100040704,0702111740,,,,40,,"Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  60, setup-rate: 4",,,,,,,,,,,,,,,4,,,,system,1237042,10:17:07,,60,,,,event,+0200,,,,,root,,,"name=wan1,bytes=1655291086/6984954513,packets=8554269/10936414;",,,"logver=0702111740 idseq=19900372806008879 itime=1751876228 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:17:07 eventtime=1751876226787507449 tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" cpu=0 mem=40 totalsession=60 disk=0 bandwidth=""9/4"" setuprate=4 disklograte=0 fazlograte=2 freediskstorage=0 sysuptime=1237042 waninfo=""name=wan1,bytes=1655291086/6984954513,packets=8554269/10936414;"" msg=""Performance statistics: average CPU: 0, memory:  40, concurrent sessions:  60, setup-rate: 4""",E3,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100040704"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System performance statistics"" action=""perf-stats"" <*> <*> <*> disk=0 <*> <*> disklograte=0 <*> freediskstorage=0 <*> <*> msg=""Performance statistics: average CPU: <*> memory: <*> concurrent sessions: <*> setup-rate: <*>"
2064,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751876256675275349,,,,,,ArcherAX55,19900372806008857,,,internal1,10.63.44.101,1751876257,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:17:36,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008857 itime=1751876257 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:17:36 eventtime=1751876256675275349 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2065,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751876367075637789,,,,,,ArcherAX55,19900372806008914,,,internal1,10.63.44.101,1751876368,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:19:28,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008914 itime=1751876368 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:19:28 eventtime=1751876367075637789 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2066,N/A,,FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,,,,,1751876395665560749,,,,,,,19900372806008865,,,,,1751876396,,information,,,Dynamic address updated.,0112053203,0702111740,,,,,,Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS,,,,,,,,,,,,,,,,,,,connector,,10:19:55,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008865 itime=1751876396 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:19:55 eventtime=1751876395665560749 tz=""+0200"" logid=""0112053203"" type=""event"" subtype=""connector"" level=""information"" logdesc=""Dynamic address updated."" addr=""FCTEMS_ALL_FORTICLOUD_SERVERS"" msg=""Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS""",E15,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0112053203"" type=""event"" subtype=""connector"" level=""information"" logdesc=""Dynamic address updated."" addr=""FCTEMS_ALL_FORTICLOUD_SERVERS"" msg=""Updated tag FCTEMS_ALL_FORTICLOUD_SERVERS"""
2067,N/A,,,,,,,,,,,,,2025-07-07,FGT80FTK22013405,mg-project-bari,Ack,,,,,,,,1751876477425904209,,,,,,ArcherAX55,19900372806008848,,,internal1,10.63.44.101,1751876479,86400,information,,,DHCP Ack log,0100026001,0702111740,,9C:53:22:49:C7:8C,,,,DHCP server sends a DHCPACK,,,,,,,,,,,,,,,,,,,system,,10:21:17,,,,,,event,+0200,,,,,root,,,,,,"logver=0702111740 idseq=19900372806008848 itime=1751876479 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:21:17 eventtime=1751876477425904209 tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" mac=""9C:53:22:49:C7:8C"" ip=10.63.44.101 lease=86400 hostname=""ArcherAX55"" msg=""DHCP server sends a DHCPACK""",E1,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0100026001"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP Ack log"" interface=""internal1"" dhcp_msg=""Ack"" <*> <*> lease=86400 <*> msg=""DHCP server sends a DHCPACK"""
2068,N/A,tunnel-stats,,0,N/A,,,,,,2e6b531f8cb1165a/d3b327f511e45127,,,2025-07-07,FGT80FTK22013405,mg-project-bari,,,,,1236790,,,,1751876487602907789,,,,N/A,,,19900372806008840,,,,,1751876489,,notice,93.64.253.210,500,IPsec tunnel statistics,0101037141,0702111740,,,,,,IPsec tunnel statistics,,600,,wan1,,,202936862,,88.61.48.146,500,,,439294406,,,,,,vpn,,10:21:27,,,2206215695,N/A,ipsec,event,+0200,,,88.61.48.146,N/A,root,,to-pescara-pri,,N/A,N/A,"logver=0702111740 idseq=19900372806008840 itime=1751876489 devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" date=2025-07-07 time=10:21:27 eventtime=1751876487602907789 tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" cookies=""2e6b531f8cb1165a/d3b327f511e45127"" user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" duration=1236790 sentbyte=439294406 rcvdbyte=202936862 nextstat=600 advpnsc=0",E2,"logver=0702111740 <*> <*> devid=""FGT80FTK22013405"" devname=""mg-project-bari"" vd=""root"" <*> <*> <*> tz=""+0200"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=88.61.48.146 locip=93.64.253.210 remport=500 locport=500 outintf=""wan1"" <*> user=""88.61.48.146"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""to-pescara-pri"" tunnelip=N/A tunnelid=2206215695 tunneltype=""ipsec"" <*> <*> <*> nextstat=600 advpnsc=0"
